time,acc raw,,,,,,mag raw,,,,,,gyr raw,,,,,,orientation fusion,,,,,,quaternion fusion,,,,,,,,IR on A0,IR on A1,IR on A2
1589541609.0580819,226,255,98,254,119,3,224,1,168,0,236,253,35,0,39,0,136,255,117,16,211,255,135,1,146,41,201,245,246,246,182,46,0.172,0.1574,0.4018
1589541609.067071,225,255,96,254,123,3,224,1,168,0,236,253,159,255,245,255,130,255,118,16,212,255,136,1,153,41,198,245,236,246,173,46,0.172,0.1574,0.4018
1589541609.0774474,223,255,96,254,112,3,224,1,168,0,236,253,29,0,223,255,183,255,119,16,213,255,136,1,157,41,203,245,234,246,170,46,0.1711,0.176,0.4018
1589541609.0886486,224,255,96,254,114,3,224,1,168,0,236,253,201,255,215,255,87,0,118,16,213,255,136,1,151,41,202,245,228,246,175,46,0.1711,0.176,0.3763
1589541609.1004198,227,255,95,254,116,3,224,1,168,0,236,253,157,255,19,0,101,0,117,16,212,255,137,1,143,41,194,245,224,246,179,46,0.1711,0.1603,0.3949
1589541609.111834,227,255,96,254,116,3,224,1,185,0,18,254,165,255,239,255,55,0,116,16,212,255,138,1,138,41,190,245,217,246,181,46,0.173,0.1877,0.3744
1589541609.1181223,226,255,97,254,114,3,224,1,185,0,18,254,177,255,229,255,64,255,118,16,213,255,139,1,149,41,189,245,207,246,169,46,0.173,0.1877,0.3744
1589541609.1328325,224,255,95,254,112,3,224,1,185,0,18,254,249,255,241,255,69,0,117,16,213,255,139,1,144,41,190,245,206,246,173,46,0.1711,0.1681,0.3675
1589541609.1386187,223,255,97,254,120,3,224,1,185,0,18,254,71,0,27,0,116,255,119,16,214,255,139,1,155,41,194,245,209,246,165,46,0.1711,0.1681,0.3675
1589541609.1538832,223,255,98,254,124,3,224,1,185,0,18,254,142,255,23,0,57,0,118,16,213,255,140,1,150,41,186,245,204,246,167,46,0.176,0.1789,0.3734
1589541609.1599312,225,255,99,254,122,3,193,1,179,0,5,254,65,0,166,0,207,255,119,16,212,255,139,1,156,41,180,245,216,246,162,46,0.176,0.1789,0.3734
1589541609.1707616,223,255,96,254,121,3,193,1,179,0,5,254,61,0,249,255,249,255,119,16,212,255,138,1,157,41,184,245,219,246,163,46,0.172,0.175,0.3685
1589541609.1786025,225,255,99,254,110,3,193,1,179,0,5,254,217,255,25,0,155,255,120,16,212,255,139,1,163,41,181,245,216,246,156,46,0.172,0.175,0.3685
1589541609.191295,223,255,101,254,116,3,193,1,179,0,5,254,187,255,247,255,112,255,122,16,213,255,140,1,171,41,179,245,209,246,147,46,0.2669,0.175,0.3685
1589541609.2006352,221,255,102,254,116,3,193,1,179,0,5,254,207,255,15,0,175,255,123,16,213,255,140,1,176,41,177,245,205,246,142,46,0.2669,0.175,0.3734
1589541609.2094033,220,255,107,254,118,3,212,1,172,0,236,253,17,0,253,255,101,0,122,16,213,255,140,1,170,41,177,245,208,246,148,46,0.2669,0.172,0.3734
1589541609.2176054,223,255,107,254,113,3,212,1,172,0,236,253,245,255,191,255,19,0,121,16,213,255,140,1,168,41,180,245,203,246,149,46,0.2669,0.172,0.3724
1589541609.2304196,221,255,104,254,109,3,212,1,172,0,236,253,21,0,61,0,167,255,122,16,213,255,140,1,175,41,179,245,207,246,144,46,0.218,0.1867,0.3744
1589541609.239111,222,255,100,254,117,3,212,1,172,0,236,253,153,255,181,255,19,0,122,16,214,255,141,1,171,41,178,245,196,246,145,46,0.218,0.1867,0.3744
1589541609.2509332,222,255,97,254,124,3,212,1,172,0,236,253,87,0,81,0,197,255,123,16,213,255,140,1,177,41,178,245,205,246,141,46,0.1584,0.1838,0.3734
1589541609.2634544,223,255,97,254,123,3,217,1,192,0,24,254,217,255,33,0,116,0,122,16,213,255,140,1,170,41,173,245,206,246,147,46,0.1926,0.2229,0.3763
1589541609.2691708,220,255,94,254,115,3,217,1,192,0,24,254,221,255,134,255,213,255,122,16,214,255,141,1,170,41,179,245,196,246,145,46,0.1926,0.2229,0.3763
1589541609.283707,230,255,94,254,110,3,217,1,192,0,24,254,249,255,77,0,77,0,121,16,213,255,141,1,167,41,174,245,201,246,149,46,0.175,0.216,0.3763
1589541609.2897463,228,255,95,254,110,3,217,1,192,0,24,254,223,255,51,0,75,0,121,16,212,255,141,1,162,41,168,245,201,246,151,46,0.175,0.216,0.3763
1589541609.3057606,224,255,97,254,117,3,217,1,192,0,24,254,243,255,17,0,53,0,120,16,212,255,141,1,159,41,166,245,202,246,154,46,0.1926,0.1564,0.4096
1589541609.3113685,224,255,94,254,119,3,224,1,179,0,5,254,61,0,33,0,41,0,120,16,212,255,141,1,158,41,167,245,207,246,156,46,0.1926,0.1564,0.4096
1589541609.3225818,227,255,91,254,119,3,224,1,179,0,5,254,25,0,27,0,89,0,119,16,211,255,141,1,153,41,166,245,211,246,161,46,0.1711,0.1623,0.4018
1589541609.328745,227,255,97,254,109,3,224,1,179,0,5,254,5,0,7,0,89,0,118,16,211,255,141,1,147,41,165,245,211,246,166,46,0.1711,0.1623,0.4018
1589541609.3399973,229,255,96,254,116,3,224,1,179,0,5,254,249,255,239,255,195,255,119,16,212,255,141,1,151,41,168,245,208,246,163,46,0.1564,0.1623,0.4018
1589541609.3515635,226,255,99,254,123,3,224,1,179,0,5,254,221,255,47,0,11,0,119,16,211,255,141,1,151,41,163,245,208,246,162,46,0.1564,0.2063,0.3695
1589541609.3624327,225,255,92,254,127,3,217,1,172,0,12,254,217,255,17,0,27,0,119,16,211,255,141,1,149,41,160,245,206,246,163,46,0.1711,0.1701,0.3724
1589541609.369555,225,255,95,254,116,3,217,1,172,0,12,254,31,0,49,0,241,255,119,16,211,255,141,1,151,41,159,245,210,246,161,46,0.1711,0.1701,0.3724
1589541609.379676,224,255,91,254,109,3,217,1,172,0,12,254,101,0,215,255,17,0,119,16,211,255,140,1,151,41,168,245,213,246,164,46,0.1877,0.1877,0.3724
1589541609.3890195,226,255,93,254,112,3,217,1,172,0,12,254,3,0,227,255,227,255,119,16,212,255,140,1,152,41,170,245,210,246,162,46,0.1877,0.1877,0.3744
1589541609.4015124,226,255,95,254,116,3,217,1,172,0,12,254,233,255,189,255,191,255,119,16,213,255,141,1,155,41,174,245,203,246,159,46,0.1711,0.1642,0.3734
1589541609.411557,227,255,95,254,118,3,200,1,168,0,248,253,197,255,23,0,37,0,119,16,212,255,141,1,153,41,169,245,200,246,160,46,0.1887,0.1642,0.3734
1589541609.421932,227,255,98,254,118,3,200,1,168,0,248,253,43,0,203,255,179,255,120,16,213,255,141,1,157,41,176,245,198,246,157,46,0.1887,0.1584,0.3812
1589541609.4349084,226,255,96,254,108,3,200,1,168,0,248,253,1,0,79,0,51,0,119,16,212,255,141,1,155,41,171,245,202,246,158,46,0.1681,0.1691,0.3754
1589541609.4419017,224,255,104,254,120,3,200,1,168,0,248,253,31,0,17,0,35,0,119,16,212,255,141,1,154,41,172,245,205,246,160,46,0.1681,0.1691,0.3754
1589541609.45591,223,255,108,254,125,3,200,1,168,0,248,253,67,0,120,0,31,0,119,16,211,255,140,1,154,41,168,245,216,246,161,46,0.1877,0.1564,0.3754
1589541609.462374,216,255,111,254,124,3,212,1,172,0,5,254,19,0,233,255,77,0,118,16,211,255,140,1,150,41,170,245,217,246,166,46,0.1877,0.1564,0.4115
1589541609.4705153,217,255,121,254,127,3,212,1,172,0,5,254,11,0,140,255,83,0,117,16,212,255,139,1,143,41,178,245,213,246,173,46,0.1691,0.1564,0.4115
1589541609.4808424,207,255,129,254,107,3,212,1,172,0,5,254,49,0,41,0,149,255,118,16,212,255,139,1,151,41,179,245,217,246,167,46,0.1691,0.1603,0.3724
1589541609.4931288,212,255,144,254,110,3,212,1,172,0,5,254,23,255,81,0,245,0,116,16,210,255,141,1,134,41,158,245,210,246,177,46,0.1906,0.1672,0.4057
1589541609.5015378,208,255,204,254,72,3,212,1,172,0,5,254,17,0,15,0,67,0,116,16,210,255,141,1,130,41,157,245,213,246,180,46,0.1906,0.1672,0.4057
1589541609.512783,199,255,216,254,72,3,206,1,179,0,248,253,221,255,11,0,108,1,112,16,208,255,141,1,106,41,150,245,216,246,200,46,0.1769,0.1662,0.3754
1589541609.5190933,203,255,215,254,136,3,206,1,179,0,248,253,219,255,188,0,31,2,107,16,204,255,141,1,74,41,129,245,232,246,227,46,0.1769,0.1662,0.3754
1589541609.5288084,199,255,217,254,114,3,206,1,179,0,248,253,134,255,195,255,227,2,100,16,202,255,142,1,24,41,117,245,232,246,12,47,0.2023,0.1662,0.3754
1589541609.5354314,199,255,217,254,114,3,206,1,179,0,248,253,134,255,195,255,227,2,100,16,202,255,142,1,24,41,117,245,232,246,12,47,0.2023,0.176,0.4037
1589541609.5420547,198,255,226,254,102,3,206,1,179,0,248,253,110,255,175,255,255,2,92,16,199,255,143,1,228,40,105,245,229,246,54,47,0.2023,0.176,0.4037
1589541609.554263,201,255,228,254,127,3,206,1,179,0,248,253,144,255,142,255,114,3,83,16,197,255,144,1,169,40,95,245,228,246,103,47,0.1935,0.1769,0.3783
1589541609.5635042,195,255,220,254,120,3,212,1,168,0,255,253,221,255,219,255,217,3,73,16,193,255,143,1,98,40,85,245,236,246,163,47,0.2023,0.1769,0.3783
1589541609.5710402,195,255,210,254,117,3,212,1,168,0,255,253,29,0,9,0,88,4,62,16,189,255,142,1,26,40,73,245,254,246,224,47,0.2023,0.1848,0.3783
1589541609.5811327,193,255,199,254,120,3,212,1,168,0,255,253,29,0,181,255,117,4,51,16,185,255,140,1,209,39,75,245,21,247,33,48,0.2023,0.1848,0.3695
1589541609.593905,186,255,195,254,130,3,212,1,168,0,255,253,227,255,19,0,210,4,39,16,180,255,138,1,130,39,65,245,45,247,100,48,0.172,0.2287,0.3754
1589541609.608293,181,255,202,254,123,3,212,1,168,0,255,253,187,255,199,255,81,5,26,16,175,255,137,1,40,39,54,245,62,247,174,48,0.2082,0.1808,0.3675
1589541609.6138384,178,255,186,254,127,3,212,1,168,0,5,254,245,255,195,255,202,5,11,16,170,255,135,1,198,38,44,245,82,247,253,48,0.2082,0.1808,0.3675
1589541609.6255846,168,255,189,254,120,3,212,1,168,0,5,254,235,255,140,255,71,6,251,15,164,255,134,1,90,38,33,245,100,247,83,49,0.1808,0.1799,0.4018
1589541609.6322217,168,255,185,254,107,3,212,1,168,0,5,254,233,255,189,255,41,6,236,15,159,255,132,1,240,37,20,245,119,247,165,49,0.1808,0.1799,0.4018
1589541609.644502,169,255,188,254,108,3,212,1,168,0,5,254,41,0,104,255,152,6,219,15,153,255,130,1,125,37,13,245,140,247,254,49,0.1789,0.1711,0.3675
1589541609.6540892,160,255,177,254,122,3,212,1,168,0,5,254,171,255,251,255,116,7,201,15,146,255,129,1,250,36,243,244,162,247,93,50,0.1789,0.1711,0.3675
1589541609.6655393,160,255,182,254,119,3,236,1,144,0,248,253,159,255,183,255,190,7,182,15,138,255,128,1,115,36,221,244,182,247,190,50,0.2121,0.1701,0.3548
1589541609.6716506,158,255,176,254,130,3,236,1,144,0,248,253,134,255,233,255,17,7,164,15,132,255,127,1,244,35,196,244,200,247,21,51,0.2121,0.1701,0.3548
1589541609.6833177,145,255,168,254,115,3,236,1,144,0,248,253,27,0,249,255,1,8,144,15,123,255,124,1,103,35,175,244,233,247,121,51,0.1779,0.175,0.3578
1589541609.691126,152,255,189,254,127,3,236,1,144,0,248,253,253,255,9,0,245,7,124,15,116,255,121,1,216,34,153,244,8,248,217,51,0.1779,0.175,0.3578
1589541609.7037194,140,255,181,254,131,3,236,1,144,0,248,253,27,0,197,255,118,8,103,15,108,255,118,1,64,34,135,244,41,248,64,52,0.2092,0.174,0.3597
1589541609.7098036,132,255,182,254,123,3,9,2,108,0,255,253,233,255,94,255,110,8,84,15,101,255,115,1,180,33,120,244,69,248,155,52,0.2092,0.174,0.3597
1589541609.7201517,137,255,187,254,133,3,9,2,108,0,255,253,243,255,235,255,221,8,62,15,92,255,111,1,18,33,98,244,102,248,1,53,0.174,0.174,0.3597
1589541609.731674,112,255,168,254,103,3,9,2,108,0,255,253,223,255,140,255,235,8,40,15,85,255,108,1,108,32,81,244,131,248,104,53,0.174,0.1867,0.348
1589541609.7441452,117,255,180,254,103,3,9,2,108,0,255,253,57,0,136,255,33,9,17,15,77,255,103,1,195,31,69,244,167,248,208,53,0.1935,0.1877,0.3969
1589541609.7537622,112,255,173,254,126,3,9,2,108,0,255,253,114,255,197,255,235,8,251,14,69,255,100,1,25,31,45,244,190,248,48,54,0.1935,0.1877,0.3969
1589541609.7651427,101,255,178,254,118,3,9,2,36,0,255,253,27,0,74,255,106,9,227,14,62,255,95,1,105,30,36,244,223,248,150,54,0.173,0.1867,0.3324
1589541609.772264,94,255,179,254,123,3,9,2,36,0,255,253,225,255,21,255,203,8,205,14,56,255,91,1,191,29,30,244,248,248,245,54,0.1603,0.1867,0.3324
1589541609.7833662,90,255,189,254,117,3,9,2,36,0,255,253,197,255,247,255,86,9,182,14,48,255,87,1,12,29,6,244,26,249,84,55,0.1603,0.1926,0.3822
1589541609.7957175,81,255,183,254,119,3,9,2,36,0,255,253,189,255,207,255,3,9,159,14,40,255,82,1,94,28,241,243,56,249,174,55,0.175,0.1887,0.3109
1589541609.8037324,76,255,181,254,128,3,9,2,36,0,255,253,205,255,229,255,215,8,137,14,32,255,78,1,178,27,221,243,88,249,3,56,0.175,0.1887,0.3109
1589541609.8154867,72,255,193,254,134,3,8,2,242,255,255,253,101,0,1,0,15,9,116,14,25,255,72,1,13,27,203,243,136,249,85,56,0.1642,0.1799,0.3109
1589541609.82195,68,255,200,254,133,3,8,2,242,255,255,253,181,255,80,255,152,8,95,14,19,255,67,1,98,26,195,243,160,249,167,56,0.1642,0.1799,0.3666
