time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,q,p1,p2,p3,A0,A1,A2
1588783351.920441,-0.04,-0.09,9.63,0.16666666666666666,0.34444444444444444,-0.6055555555555555,-0.125,0.25,-0.1875,332.625,0.875,0.4375,0.9716796875,-0.00238037109375,-0.00860595703125,0.2362060546875,12.122723041380267,9.056518364791735,19.45533767641043
1588783351.930712,-0.02,-0.11,9.68,0.16666666666666666,0.34444444444444444,-0.6055555555555555,0.0625,0.1875,-0.125,332.625,0.875,0.4375,0.9716796875,-0.00238037109375,-0.008544921875,0.2362060546875,12.122723041380267,9.056518364791735,19.45533767641043
1588783351.9415894,-0.03,-0.06,9.72,0.12222222222222222,0.3511111111111111,-0.6133333333333333,0.0,0.25,0.0,333.0,0.875,0.4375,0.972412109375,-0.00244140625,-0.00848388671875,0.233154296875,11.452841109568146,9.018399217477993,19.606294049247982
1588783351.9475017,-0.02,-0.08,9.71,0.12222222222222222,0.3511111111111111,-0.6133333333333333,0.0625,0.125,-0.25,333.0,0.8125,0.4375,0.972412109375,-0.00244140625,-0.0084228515625,0.233154296875,11.452841109568146,9.018399217477993,19.606294049247982
1588783351.9612827,-0.03,-0.1,9.59,0.12222222222222222,0.3511111111111111,-0.6133333333333333,0.0,0.125,-0.125,333.0,0.8125,0.4375,0.972412109375,-0.00250244140625,-0.00836181640625,0.233154296875,11.839973383136357,8.593552366230586,19.37674895896325
1588783351.967844,-0.02,-0.08,9.67,0.12222222222222222,0.3511111111111111,-0.6133333333333333,-0.0625,0.0,-0.0625,333.0,0.8125,0.4375,0.972412109375,-0.00250244140625,-0.00830078125,0.233154296875,11.839973383136357,8.593552366230586,19.37674895896325
1588783351.9810085,-0.04,-0.1,9.68,0.12222222222222222,0.3511111111111111,-0.6133333333333333,0.0625,0.0,-0.0625,333.0,0.8125,0.5,0.972412109375,-0.00250244140625,-0.00823974609375,0.233154296875,12.024937666094175,9.056518364791735,19.221323377123028
1588783351.9873536,-0.01,-0.09,9.7,0.14888888888888888,0.34444444444444444,-0.6133333333333333,0.0625,0.125,-0.125,333.0625,0.8125,0.5,0.9725341796875,-0.00250244140625,-0.0081787109375,0.232666015625,12.024937666094175,9.056518364791735,19.221323377123028
1588783351.9974349,-0.01,-0.08,9.71,0.14888888888888888,0.34444444444444444,-0.6133333333333333,0.0,0.25,-0.25,333.0625,0.8125,0.5,0.9725341796875,-0.0025634765625,-0.00811767578125,0.232666015625,11.963759524704209,9.073769507945459,19.221323377123028
1588783352.0105145,-0.02,-0.07,9.59,0.14888888888888888,0.34444444444444444,-0.6133333333333333,0.0,0.0625,-0.125,333.0625,0.8125,0.5,0.9725341796875,-0.0025634765625,-0.00811767578125,0.232666015625,12.28227876275934,9.073769507945459,18.491991492267047
1588783352.0200913,-0.02,-0.07,9.62,0.14888888888888888,0.34444444444444444,-0.6133333333333333,0.1875,0.0,-0.0625,333.0625,0.8125,0.5,0.9725341796875,-0.0025634765625,-0.008056640625,0.232666015625,12.28227876275934,9.03742155952085,19.221323377123028
1588783352.031847,-0.02,-0.08,9.69,0.14888888888888888,0.34444444444444444,-0.6133333333333333,0.0,0.25,-0.0625,333.0625,0.8125,0.5,0.9725341796875,-0.0025634765625,-0.00799560546875,0.232666015625,12.057369976310646,9.03742155952085,19.221323377123028
1588783352.0389464,-0.02,-0.09,9.71,0.13444444444444445,0.33,-0.5988888888888889,0.0,0.1875,-0.125,333.1875,0.8125,0.5,0.9727783203125,-0.00262451171875,-0.0079345703125,0.2315673828125,12.057369976310646,8.835834193162938,19.14447388302893
1588783352.0529954,-0.02,-0.07,9.66,0.13444444444444445,0.33,-0.5988888888888889,0.0625,0.125,-0.0625,333.1875,0.75,0.5,0.9727783203125,-0.00262451171875,-0.00787353515625,0.2315673828125,12.057369976310646,9.018399217477993,19.298746312561445
