time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1589995569.7513268,-4.03,-0.88,8.93,0.3022222222222222,-0.3233333333333333,-0.5966666666666667,0.0,0.0,0.5625,187.8125,-24.625,5.375,-0.0667724609375,0.216064453125,0.02899169921875,-0.97369384765625,0.2811853495413832,0.35199575785121906,0.12998116284250114
1589995569.7597141,-4.02,-0.89,8.92,0.3022222222222222,-0.3233333333333333,-0.5966666666666667,0.4375,-1.0,0.3125,187.8125,-24.625,5.375,-0.0667724609375,0.2159423828125,0.02899169921875,-0.97369384765625,0.2811853495413832,0.35199575785121906,0.12998116284250114
1589995569.769848,-4.04,-0.89,8.85,0.3022222222222222,-0.3233333333333333,-0.5966666666666667,0.5625,-1.875,0.25,187.8125,-24.5625,5.375,-0.0667724609375,0.2158203125,0.02899169921875,-0.97369384765625,0.2926919490491569,0.36192406818273803,0.13036738675694923
1589995569.7791483,-4.04,-0.87,8.91,0.3022222222222222,-0.3233333333333333,-0.5966666666666667,0.875,-2.0,0.375,187.8125,-24.5625,5.3125,-0.0667724609375,0.21563720703125,0.0289306640625,-0.9737548828125,0.2926919490491569,0.36192406818273803,0.13036738675694923
1589995569.7917204,-3.98,-0.9,8.89,0.3022222222222222,-0.3233333333333333,-0.5966666666666667,1.0,-2.3125,0.5,187.8125,-24.5625,5.3125,-0.0667724609375,0.21539306640625,0.02886962890625,-0.97381591796875,0.41713108403018173,0.30895340572783037,0.13149966380404549
1589995569.7995641,-3.92,-0.85,8.9,0.31444444444444447,-0.3233333333333333,-0.6111111111111112,1.0625,-1.8125,0.4375,187.8125,-24.5,5.3125,-0.06683349609375,0.21527099609375,0.02880859375,-0.97381591796875,0.3920522731410346,0.30895340572783037,0.13149966380404549
1589995569.810045,-3.94,-0.88,8.87,0.31444444444444447,-0.3233333333333333,-0.6111111111111112,0.6875,-0.6875,0.125,187.8125,-24.5,5.3125,-0.06683349609375,0.21514892578125,0.02874755859375,-0.973876953125,0.3920522731410346,0.32083268013065175,0.13075576177870196
1589995569.821281,-3.97,-0.88,8.84,0.31444444444444447,-0.3233333333333333,-0.6111111111111112,0.375,0.3125,0.0,187.8125,-24.5,5.3125,-0.06683349609375,0.21514892578125,0.02880859375,-0.973876953125,0.34953162930465587,0.32083268013065175,0.13075576177870196
1589995569.8296614,-4.01,-0.85,8.87,0.31444444444444447,-0.3233333333333333,-0.6111111111111112,0.1875,0.1875,-0.125,187.8125,-24.5,5.3125,-0.06683349609375,0.21514892578125,0.02880859375,-0.973876953125,0.34953162930465587,0.3890400161097513,0.1318943772415091
1589995569.8421974,-4.01,-0.83,8.9,0.31444444444444447,-0.3233333333333333,-0.6111111111111112,0.125,0.1875,-0.0625,187.8125,-24.5,5.3125,-0.06683349609375,0.21514892578125,0.02880859375,-0.973876953125,0.3696522432444459,0.3890400161097513,0.1318943772415091
