time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,q,p1,p2,p3,A0,A1,A2
1588870591.0593536,0.3,-4.43,8.77,0.3333333333333333,0.36444444444444446,-0.6588888888888889,-0.0625,-0.125,0.0,261.6875,1.375,25.5,-0.637939453125,0.13519287109375,0.1754150390625,-0.737548828125,11.954469151589853,41.07504406542167,71.61607810033456
1588870591.0726867,0.31,-4.41,8.89,0.3333333333333333,0.36444444444444446,-0.6588888888888889,0.0625,0.0,0.0,261.6875,1.375,25.5,-0.637939453125,0.13519287109375,0.17547607421875,-0.737548828125,11.111587530804742,40.42283755220455,71.61607810033456
1588870591.0809278,0.3,-4.4,8.89,0.3333333333333333,0.37666666666666665,-0.6666666666666666,0.0625,0.125,0.125,261.6875,1.375,25.5625,-0.637939453125,0.13519287109375,0.17547607421875,-0.737548828125,11.111587530804742,40.42283755220455,73.5347107019731
1588870591.0911622,0.32,-4.43,8.9,0.3333333333333333,0.37666666666666665,-0.6666666666666666,0.0,-0.0625,0.0625,261.6875,1.375,25.5625,-0.637939453125,0.13519287109375,0.175537109375,-0.737548828125,11.487980794348507,42.40506381044018,73.5347107019731
1588870591.1007404,0.3,-4.41,8.75,0.3333333333333333,0.37666666666666665,-0.6666666666666666,-0.125,-0.125,0.0,261.6875,1.375,25.5625,-0.637939453125,0.13525390625,0.17559814453125,-0.73748779296875,11.487980794348507,42.40506381044018,68.99492412744321
1588870591.1129794,0.3,-4.41,8.81,0.3333333333333333,0.37666666666666665,-0.6666666666666666,-0.0625,-0.125,0.0,261.6875,1.375,25.5625,-0.637939453125,0.13525390625,0.1756591796875,-0.73748779296875,10.49857750970374,42.75914443905159,87.00184674641926
1588870591.128099,0.3,-4.41,8.85,0.3333333333333333,0.37666666666666665,-0.6666666666666666,0.0,-0.25,0.0625,261.6875,1.375,25.5625,-0.637939453125,0.13525390625,0.17572021484375,-0.73748779296875,11.580393459648883,45.321431320689676,55.69797040159007
1588870591.1344154,0.3,-4.39,8.88,0.3333333333333333,0.3711111111111111,-0.68,0.1875,0.0,-0.0625,261.6875,1.375,25.5625,-0.63787841796875,0.13525390625,0.17578125,-0.73748779296875,11.580393459648883,45.321431320689676,55.69797040159007
1588870591.1461768,0.3,-4.41,8.84,0.3333333333333333,0.3711111111111111,-0.68,0.0625,0.0,0.0,261.6875,1.375,25.5625,-0.63787841796875,0.13531494140625,0.17578125,-0.73748779296875,11.313172785437262,32.48417572103921,47.78809308314024
1588870591.1526098,0.32,-4.41,8.75,0.3333333333333333,0.3711111111111111,-0.68,-0.1875,-0.0625,0.1875,261.6875,1.375,25.5625,-0.63787841796875,0.13531494140625,0.17584228515625,-0.73748779296875,11.313172785437262,32.48417572103921,47.78809308314024
