time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1588960156.623617,0.43,-0.78,-9.85,-0.54,0.03666666666666667,0.7144444444444444,-14.75,-4.25,-3.8125,264.875,2.125,175.8125,0.01416015625,-0.7371826171875,0.6744384765625,-0.038330078125,28.767893388159113,46.50333589250033,15.75077713039692
1588960156.6360846,0.5,-0.74,-9.69,-0.54,0.03666666666666667,0.7144444444444444,-14.0,-2.0,-4.0,264.8125,2.125,175.9375,0.01336669921875,-0.7374267578125,0.67425537109375,-0.03741455078125,26.182079594489586,55.69797040159007,15.431522415362155
1588960156.6505733,0.51,-0.76,-9.71,-0.54,0.03666666666666667,0.7144444444444444,-13.625,-0.625,-4.1875,264.8125,2.125,176.0625,0.0125732421875,-0.73773193359375,0.67401123046875,-0.03668212890625,28.767893388159113,48.636609592045936,15.75077713039692
1588960156.6569483,0.44,-0.73,-9.69,-0.5333333333333333,0.017777777777777778,0.7211111111111111,-12.8125,-0.3125,-4.75,264.75,2.125,176.1875,0.01171875,-0.73797607421875,0.67376708984375,-0.03594970703125,28.767893388159113,48.636609592045936,15.75077713039692
1588960156.668665,0.28,-0.7,-9.66,-0.5333333333333333,0.017777777777777778,0.7211111111111111,-12.0625,-0.25,-4.8125,264.6875,2.125,176.3125,0.010986328125,-0.73828125,0.6734619140625,-0.0352783203125,26.040171388951258,40.10394745334199,15.586917165191904
1588960156.6748626,0.06,-0.69,-9.95,-0.5333333333333333,0.017777777777777778,0.7211111111111111,-11.375,-0.4375,-3.8125,264.6875,2.125,176.4375,0.01031494140625,-0.738525390625,0.67327880859375,-0.03466796875,26.040171388951258,40.10394745334199,15.586917165191904
1588960156.687339,0.09,-0.67,-9.79,-0.5333333333333333,0.017777777777777778,0.7211111111111111,-11.0625,-0.875,-1.9375,264.6875,2.125,176.5,0.0096435546875,-0.7386474609375,0.6732177734375,-0.03399658203125,29.094498915812462,44.194471376482085,15.75077713039692
1588960156.6952026,0.24,-0.69,-9.76,-0.5333333333333333,0.017777777777777778,0.7211111111111111,-10.4375,-1.5625,0.1875,264.6875,2.0625,176.625,0.00909423828125,-0.7386474609375,0.6732177734375,-0.03326416015625,29.094498915812462,44.194471376482085,15.75077713039692
1588960156.7074506,0.31,-0.72,-9.84,-0.5333333333333333,0.01,0.7211111111111111,-9.9375,-2.3125,0.9375,264.6875,2.0625,176.75,0.00860595703125,-0.73858642578125,0.67327880859375,-0.03253173828125,26.040171388951258,33.79095440748334,15.586917165191904
1588960156.7140124,0.48,-0.49,-9.85,-0.5333333333333333,0.01,0.7211111111111111,-9.6875,-2.25,1.5,264.6875,2.0625,176.8125,0.00811767578125,-0.738525390625,0.67340087890625,-0.0318603515625,26.040171388951258,33.79095440748334,15.586917165191904
1588960156.7265007,0.62,-0.58,-9.89,-0.5333333333333333,0.01,0.7211111111111111,-9.75,-2.125,1.625,264.6875,2.0,176.9375,0.00762939453125,-0.73846435546875,0.67352294921875,-0.03118896484375,29.094498915812462,42.05642569698551,15.75077713039692
1588960156.7330508,0.62,-0.56,-9.87,-0.5333333333333333,0.01,0.7211111111111111,-9.5625,-1.8125,0.8125,264.6875,2.0,177.0,0.00714111328125,-0.7384033203125,0.67364501953125,-0.030517578125,29.094498915812462,42.05642569698551,15.75077713039692
1588960156.7450333,0.32,-0.47,-9.72,-0.5333333333333333,0.01,0.7211111111111111,-9.1875,-1.4375,-0.1875,264.6875,2.0,177.0625,0.00665283203125,-0.7384033203125,0.67364501953125,-0.0299072265625,27.18673071164087,31.671141414952604,15.75077713039692
1588960156.753509,0.3,-0.67,-9.85,-0.5333333333333333,0.01,0.7211111111111111,-9.0,-2.0,-0.8125,264.6875,1.9375,177.1875,0.0062255859375,-0.73846435546875,0.67364501953125,-0.02923583984375,27.18673071164087,31.671141414952604,15.695800609544879
1588960156.7637596,0.23,-0.5,-9.81,-0.5333333333333333,0.01,0.7211111111111111,-8.5,-2.375,-0.4375,264.6875,1.9375,177.25,0.005859375,-0.73846435546875,0.67364501953125,-0.02862548828125,28.938931535773335,31.671141414952604,15.695800609544879
1588960156.7734807,0.21,-0.47,-9.82,-0.5333333333333333,0.01,0.7211111111111111,-8.375,-2.4375,0.0625,264.6875,1.9375,177.3125,0.00543212890625,-0.73846435546875,0.67364501953125,-0.02801513671875,28.938931535773335,40.10394745334199,15.75077713039692
1588960156.785063,0.31,-0.71,-9.79,-0.5333333333333333,0.01,0.7211111111111111,-8.125,-3.0,0.875,264.75,1.875,177.4375,0.005126953125,-0.73846435546875,0.6737060546875,-0.02734375,23.303536992048876,39.82094308317678,15.695800609544879
