time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1588959976.0532053,3.67,-0.28,-9.34,-0.6944444444444444,0.07555555555555556,0.5277777777777778,-1.1875,1.5,-1.875,278.625,18.4375,179.0,-0.11627197265625,-0.64306640625,0.748779296875,-0.11077880859375,23.759126105169738,43.44734393227604,79.68289120158947
1588959976.0593965,3.69,-0.32,-9.44,-0.6944444444444444,0.07555555555555556,0.5277777777777778,-2.5,0.8125,-2.3125,278.625,18.4375,179.0,-0.116455078125,-0.6431884765625,0.7486572265625,-0.110595703125,23.759126105169738,43.44734393227604,82.03096887708689
1588959976.0684786,3.69,-0.44,-9.3,-0.6944444444444444,0.07555555555555556,0.5277777777777778,-3.4375,0.5,-2.5,278.625,18.5,179.0625,-0.116943359375,-0.64324951171875,0.74853515625,-0.11077880859375,25.231358798780754,40.10394745334199,82.03096887708689
1588959976.0824163,3.64,-0.55,-9.14,-0.6944444444444444,0.07555555555555556,0.5277777777777778,-3.625,-0.5625,-2.0,278.625,18.5625,179.0625,-0.11737060546875,-0.64324951171875,0.7484130859375,-0.11114501953125,24.231655100742916,40.10394745334199,65.74095658941735
1588959976.089927,3.61,-0.65,-9.09,-0.6944444444444444,0.06888888888888889,0.52,-1.8125,-0.125,-0.5625,278.5625,18.5625,179.0625,-0.11737060546875,-0.64373779296875,0.74798583984375,-0.111083984375,24.231655100742916,41.408574428279465,66.54759164079067
1588959976.097368,3.7,-0.57,-9.11,-0.6944444444444444,0.06888888888888889,0.52,0.625,0.9375,0.5625,278.5625,18.5625,179.0625,-0.117431640625,-0.64373779296875,0.74798583984375,-0.1112060546875,24.231655100742916,41.408574428279465,66.54759164079067
1588959976.1087599,3.75,-0.46,-9.22,-0.6944444444444444,0.06888888888888889,0.52,2.25,1.9375,1.5625,278.5625,18.5625,179.0,-0.11737060546875,-0.64361572265625,0.748046875,-0.1114501953125,28.938931535773335,42.40506381044018,62.76259352345797
1588959976.1192534,3.74,-0.43,-9.27,-0.6944444444444444,0.06888888888888889,0.52,2.75,2.1875,2.25,278.5625,18.625,179.0,-0.11737060546875,-0.64349365234375,0.74810791015625,-0.11175537109375,28.431427739652516,42.40506381044018,62.76259352345797
1588959976.1307526,3.77,-0.29,-9.32,-0.6944444444444444,0.06888888888888889,0.52,2.3125,2.1875,2.4375,278.5625,18.6875,178.9375,-0.11761474609375,-0.64324951171875,0.7481689453125,-0.112548828125,28.431427739652516,42.75914443905159,82.03096887708689
1588959976.1368618,3.72,-0.18,-9.38,-0.68,0.056666666666666664,0.52,1.875,2.25,1.9375,278.4375,18.6875,178.9375,-0.11749267578125,-0.64422607421875,0.74725341796875,-0.113037109375,28.431427739652516,42.75914443905159,82.03096887708689
1588959976.1483269,3.75,-0.18,-9.42,-0.68,0.056666666666666664,0.52,1.125,1.4375,1.0625,278.4375,18.6875,178.875,-0.11749267578125,-0.64410400390625,0.747314453125,-0.1131591796875,28.938931535773335,42.75914443905159,58.070036789386656
1588959976.1630385,3.75,-0.27,-9.5,-0.68,0.056666666666666664,0.52,-0.5625,0.5,0.25,278.4375,18.6875,178.875,-0.11749267578125,-0.64410400390625,0.747314453125,-0.1131591796875,18.509451232860762,42.40506381044018,41.713108403018175
1588959976.1696482,3.63,-0.59,-9.24,-0.68,0.056666666666666664,0.52,-1.875,-0.75,0.4375,278.4375,18.6875,178.9375,-0.1175537109375,-0.64410400390625,0.747314453125,-0.113037109375,18.509451232860762,42.40506381044018,41.713108403018175
1588959976.1806765,3.7,-0.58,-9.24,-0.68,0.056666666666666664,0.52,-1.5,-0.9375,1.625,278.5,18.75,178.875,-0.11773681640625,-0.6439208984375,0.7474365234375,-0.11346435546875,28.938931535773335,42.40506381044018,41.713108403018175
1588959976.1874905,3.83,-0.56,-9.27,-0.7066666666666667,0.056666666666666664,0.5422222222222223,-0.625,-0.25,2.625,278.3125,18.75,178.875,-0.1175537109375,-0.6451416015625,0.74639892578125,-0.1136474609375,28.938931535773335,42.40506381044018,55.69797040159007
1588959976.1934464,3.83,-0.56,-9.27,-0.7066666666666667,0.056666666666666664,0.5422222222222223,-0.625,-0.25,2.625,278.3125,18.75,178.875,-0.1175537109375,-0.6451416015625,0.74639892578125,-0.1136474609375,28.938931535773335,42.40506381044018,55.69797040159007
1588959976.20839,3.9,-0.38,-9.52,-0.7066666666666667,0.056666666666666664,0.5422222222222223,0.5,0.25,1.0625,278.3125,18.75,178.875,-0.11749267578125,-0.6448974609375,0.74658203125,-0.11370849609375,28.11853495413832,44.57710691193347,36.42899190747107
1588959976.2184598,3.82,-0.37,-9.49,-0.7066666666666667,0.056666666666666664,0.5422222222222223,0.6875,0.375,-1.0625,278.3125,18.8125,178.8125,-0.11773681640625,-0.6448974609375,0.7464599609375,-0.11419677734375,29.094498915812462,44.57710691193347,36.42899190747107
1588959976.2315776,3.7,-0.31,-9.48,-0.7066666666666667,0.056666666666666664,0.5422222222222223,0.375,0.5,-2.25,278.3125,18.875,178.8125,-0.11798095703125,-0.64495849609375,0.74627685546875,-0.11456298828125,29.094498915812462,42.40506381044018,60.026931343093544
1588959976.2389376,3.77,-0.27,-9.48,-0.7066666666666667,0.04888888888888889,0.5133333333333333,-0.625,1.25,-1.5625,278.0,18.9375,178.8125,-0.1180419921875,-0.64703369140625,0.74444580078125,-0.11517333984375,28.11853495413832,42.40506381044018,60.026931343093544
1588959976.2487626,3.76,-0.36,-9.45,-0.7066666666666667,0.04888888888888889,0.5133333333333333,-1.875,2.1875,-0.3125,278.0,19.0,178.8125,-0.11846923828125,-0.64691162109375,0.744384765625,-0.11553955078125,28.11853495413832,40.10394745334199,56.28872456626751
1588959976.2600658,3.73,-0.42,-9.44,-0.7066666666666667,0.04888888888888889,0.5133333333333333,-3.0,2.375,-0.0625,278.0,19.0625,178.875,-0.11895751953125,-0.6468505859375,0.744384765625,-0.11578369140625,29.094498915812462,42.40506381044018,82.03096887708689
1588959976.2711241,3.67,-0.49,-9.21,-0.7066666666666667,0.04888888888888889,0.5133333333333333,-3.4375,1.875,-0.6875,278.0,19.125,178.875,-0.119384765625,-0.646728515625,0.74432373046875,-0.1160888671875,23.759126105169738,42.40506381044018,82.03096887708689
1588959976.2816732,3.63,-0.55,-9.11,-0.7066666666666667,0.04888888888888889,0.5133333333333333,-3.125,1.3125,-0.6875,278.0,19.1875,178.875,-0.1197509765625,-0.64666748046875,0.7442626953125,-0.11639404296875,23.759126105169738,37.76947692976994,67.28953637275119
1588959976.2875092,3.65,-0.55,-9.09,-0.7066666666666667,0.06222222222222222,0.5133333333333333,-2.0625,0.5625,-0.0625,277.875,19.1875,178.875,-0.1197509765625,-0.6473388671875,0.74371337890625,-0.11639404296875,23.759126105169738,37.76947692976994,67.28953637275119
1588959976.2995925,3.73,-0.48,-9.17,-0.7066666666666667,0.06222222222222222,0.5133333333333333,-0.8125,0.1875,0.625,277.875,19.1875,178.875,-0.11981201171875,-0.64727783203125,0.74371337890625,-0.1163330078125,29.094498915812462,42.40506381044018,87.00184674641926
1588959976.3138638,3.68,-0.39,-9.35,-0.7066666666666667,0.06222222222222222,0.5133333333333333,0.0,0.75,0.8125,277.9375,19.1875,178.875,-0.119873046875,-0.647216796875,0.7437744140625,-0.11639404296875,27.340573595297826,33.337121366189926,74.5304670082643
1588959976.3202028,3.62,-0.37,-9.29,-0.7066666666666667,0.06222222222222222,0.5133333333333333,0.375,1.4375,0.9375,277.9375,19.1875,178.875,-0.11993408203125,-0.64715576171875,0.7437744140625,-0.116455078125,27.340573595297826,33.337121366189926,74.5304670082643
1588959976.3351471,3.66,-0.36,-9.24,-0.7066666666666667,0.06222222222222222,0.5133333333333333,0.3125,2.25,1.375,277.9375,19.25,178.875,-0.12017822265625,-0.64697265625,0.74383544921875,-0.116943359375,29.094498915812462,43.81793078164114,92.56718333809133
1588959976.3407822,3.67,-0.46,-9.15,-0.6944444444444444,0.056666666666666664,0.5133333333333333,0.625,2.75,1.625,277.8125,19.3125,178.8125,-0.12030029296875,-0.64764404296875,0.74310302734375,-0.11761474609375,29.094498915812462,43.81793078164114,92.56718333809133
1588959976.3523257,3.68,-0.5,-9.15,-0.6944444444444444,0.056666666666666664,0.5133333333333333,0.125,2.625,1.6875,277.8125,19.375,178.75,-0.12054443359375,-0.6474609375,0.7431640625,-0.1181640625,27.340573595297826,40.74650127970809,92.56718333809133
1588959976.3594835,3.65,-0.54,-9.14,-0.6944444444444444,0.056666666666666664,0.5133333333333333,-0.8125,1.8125,1.125,277.875,19.4375,178.75,-0.12078857421875,-0.64727783203125,0.7431640625,-0.11871337890625,27.340573595297826,40.74650127970809,88.36820558808833
1588959976.3706634,3.61,-0.54,-9.05,-0.6944444444444444,0.056666666666666664,0.5133333333333333,-0.8125,0.375,0.25,277.875,19.5,178.75,-0.12091064453125,-0.647216796875,0.7431640625,-0.11907958984375,29.094498915812462,40.74650127970809,88.36820558808833
