time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1588960001.1429875,0.89,-2.28,-9.67,-0.57,0.03,0.6611111111111111,0.0625,0.1875,0.0,259.75,4.75,166.625,0.06201171875,-0.76153564453125,0.63623046875,-0.106689453125,28.767893388159113,43.44734393227604,15.027598102389312
1588960001.1485426,0.89,-2.29,-9.6,-0.57,0.03,0.6611111111111111,-0.125,-0.5625,0.0,259.75,4.75,166.625,0.06201171875,-0.76153564453125,0.63623046875,-0.106689453125,28.767893388159113,43.44734393227604,15.027598102389312
1588960001.1642678,0.85,-2.3,-9.56,-0.5777777777777777,0.042222222222222223,0.6677777777777778,0.0625,-1.25,-0.0625,259.75,4.75,166.625,0.0621337890625,-0.7615966796875,0.63623046875,-0.10650634765625,27.340573595297826,39.510843012815435,15.22705664590292
1588960001.1763902,0.85,-2.31,-9.63,-0.5777777777777777,0.042222222222222223,0.6677777777777778,0.0625,-1.0,-0.125,259.6875,4.75,166.625,0.06219482421875,-0.7615966796875,0.63623046875,-0.1064453125,26.040171388951258,41.408574428279465,15.22705664590292
1588960001.1843984,0.88,-2.3,-9.58,-0.5777777777777777,0.042222222222222223,0.6677777777777778,0.1875,-0.875,0.0625,259.6875,4.75,166.625,0.062255859375,-0.7615966796875,0.63623046875,-0.10638427734375,26.040171388951258,41.408574428279465,14.927195940653743
1588960001.1962895,0.89,-2.3,-9.55,-0.5777777777777777,0.042222222222222223,0.6677777777777778,0.0625,-1.25,-0.1875,259.6875,4.6875,166.625,0.06231689453125,-0.7615966796875,0.63623046875,-0.1063232421875,31.090853643828666,41.408574428279465,14.927195940653743
1588960001.2036624,0.88,-2.31,-9.55,-0.5511111111111111,0.042222222222222223,0.6888888888888889,-0.125,-1.8125,-0.1875,259.6875,4.6875,166.625,0.0623779296875,-0.7615966796875,0.63623046875,-0.106201171875,31.090853643828666,40.74650127970809,13.83947648756455
1588960001.2139938,0.88,-2.31,-9.55,-0.5511111111111111,0.042222222222222223,0.6888888888888889,-0.125,-1.8125,-0.1875,259.6875,4.6875,166.625,0.0623779296875,-0.7615966796875,0.63623046875,-0.106201171875,28.938931535773335,30.154327094133336,14.877463858512233
1588960001.2244642,0.87,-2.32,-9.69,-0.5511111111111111,0.042222222222222223,0.6888888888888889,0.0,-1.375,-0.25,259.6875,4.6875,166.625,0.06256103515625,-0.76165771484375,0.63616943359375,-0.10601806640625,28.938931535773335,30.154327094133336,14.877463858512233
1588960001.238872,0.86,-2.32,-9.63,-0.5511111111111111,0.042222222222222223,0.6888888888888889,0.0625,-1.3125,-0.1875,259.6875,4.625,166.625,0.0626220703125,-0.76165771484375,0.63616943359375,-0.10589599609375,29.094498915812462,29.969651553482883,13.83947648756455
1588960001.2484643,0.84,-2.31,-9.58,-0.5511111111111111,0.042222222222222223,0.6888888888888889,0.125,-1.3125,-0.25,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.1058349609375,28.938931535773335,29.969651553482883,13.83947648756455
1588960001.2587395,0.84,-2.31,-9.55,-0.5644444444444444,0.04888888888888889,0.7111111111111111,0.0,-0.875,-0.125,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.10577392578125,28.938931535773335,43.81793078164114,14.832969150715318
1588960001.2704434,0.84,-2.3,-9.57,-0.5644444444444444,0.04888888888888889,0.7111111111111111,-0.0625,-0.4375,-0.0625,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.10577392578125,28.431427739652516,41.713108403018175,14.832969150715318
1588960001.2766109,0.85,-2.32,-9.65,-0.5644444444444444,0.04888888888888889,0.7111111111111111,0.0625,0.0,-0.0625,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.10577392578125,28.431427739652516,41.713108403018175,13.546571420196251
1588960001.284595,0.84,-2.31,-9.58,-0.5644444444444444,0.04888888888888889,0.7111111111111111,-0.125,0.5625,0.125,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.10577392578125,28.431427739652516,41.713108403018175,13.546571420196251
1588960001.2973773,0.86,-2.31,-9.55,-0.5644444444444444,0.04888888888888889,0.7111111111111111,0.0625,0.75,0.125,259.6875,4.625,166.625,0.062744140625,-0.76165771484375,0.63616943359375,-0.1058349609375,28.2659406116019,39.20522731410346,12.08422397568251
1588960001.3062165,0.85,-2.3,-9.53,-0.5433333333333333,0.05444444444444444,0.7033333333333334,0.0625,0.625,0.0,259.6875,4.625,166.625,0.06268310546875,-0.76165771484375,0.63616943359375,-0.1058349609375,28.2659406116019,39.20522731410346,12.08422397568251
1588960001.3170145,0.86,-2.31,-9.55,-0.5433333333333333,0.05444444444444444,0.7033333333333334,0.125,0.5625,0.1875,259.6875,4.625,166.625,0.06268310546875,-0.76165771484375,0.63616943359375,-0.1058349609375,28.2659406116019,45.321431320689676,14.010323114733103
1588960001.329296,0.87,-2.31,-9.66,-0.5433333333333333,0.05444444444444444,0.7033333333333334,0.0625,0.3125,0.0,259.6875,4.625,166.625,0.06268310546875,-0.76165771484375,0.63616943359375,-0.1058349609375,28.2659406116019,45.321431320689676,13.075576177870197
1588960001.3360858,0.86,-2.3,-9.63,-0.5433333333333333,0.05444444444444444,0.7033333333333334,0.0,0.1875,-0.0625,259.6875,4.625,166.625,0.06268310546875,-0.76165771484375,0.63616943359375,-0.1058349609375,28.2659406116019,45.321431320689676,13.075576177870197
