time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1588960115.4907,-0.16,-3.05,-10.24,-0.524444444444444,0.258888888888889,0.68,-18.8125,-23.125,-10.6875,264.5625,-2,156.8125,0.1605224609375,-0.72442626953125,0.6593017578125,-0.12152099609375,29.2691949049157,44.5771069119335,16.7189146080788
1588960115.50356,0,-3.02,-10.46,-0.524444444444444,0.258888888888889,0.68,-21.375,-19.0625,-9.625,264.4375,-2.125,157,0.16015625,-0.72540283203125,0.65869140625,-0.11932373046875,29.2691949049157,37.2389082825563,16.7189146080788
1588960115.50962,0.2,-3.09,-10.11,-0.497777777777778,0.252222222222222,0.685555555555556,-24.75,-17.0625,-7.0625,264.375,-2.25,157.25,0.15948486328125,-0.726318359375,0.6583251953125,-0.11700439453125,29.2691949049157,37.2389082825563,14.9772397316822
1588960115.51553,0.2,-3.09,-10.11,-0.497777777777778,0.252222222222222,0.685555555555556,-24.75,-17.0625,-7.0625,264.375,-2.25,157.25,0.15948486328125,-0.726318359375,0.6583251953125,-0.11700439453125,29.2691949049157,37.2389082825563,14.9772397316822
1588960115.52452,0.3,-3.18,-10.16,-0.497777777777778,0.252222222222222,0.685555555555556,-25.8125,-14,-2.625,264.3125,-2.375,157.5,0.15869140625,-0.7269287109375,0.658203125,-0.11474609375,29.0944989158125,44.5771069119335,13.9222199918699
1588960115.53117,0.29,-3.38,-10.04,-0.497777777777778,0.252222222222222,0.685555555555556,-24.5625,-9.1875,-0.3125,264.25,-2.4375,157.75,0.15765380859375,-0.72735595703125,0.6583251953125,-0.11279296875,29.0944989158125,44.5771069119335,13.9222199918699
1588960115.54219,0.26,-3.43,-9.71,-0.497777777777778,0.252222222222222,0.685555555555556,-23.25,-6.1875,1.375,264.25,-2.5,157.9375,0.1566162109375,-0.7276611328125,0.65850830078125,-0.111083984375,31.0908536438287,42.4050638104402,16.9626798297602
1588960115.55401,0.06,-3.58,-9.49,-0.497777777777778,0.252222222222222,0.685555555555556,-21.375,-3.1875,4.3125,264.3125,-2.5625,158.1875,0.155517578125,-0.72772216796875,0.658935546875,-0.10968017578125,31.0908536438287,42.4050638104402,16.9626798297602
1588960115.56491,0.24,-3.54,-9.36,-0.49,0.24,0.7,-21.1875,-0.75,10.5625,264.375,-2.625,158.375,0.15435791015625,-0.72735595703125,0.65985107421875,-0.1082763671875,29.0944989158125,47.7880930831402,14.9271959406537
1588960115.57122,0.2,-3.34,-9.61,-0.49,0.24,0.7,-25.125,1.9375,14.4375,264.5625,-2.625,158.625,0.15283203125,-0.72686767578125,0.6610107421875,-0.1068115234375,29.0944989158125,47.7880930831402,14.9271959406537
1588960115.58147,0.22,-2.74,-10.16,-0.49,0.24,0.7,-31.9375,3.8125,14.4375,264.6875,-2.6875,158.9375,0.1507568359375,-0.7264404296875,0.6622314453125,-0.1051025390625,28.9389315357733,44.1944713764821,14.9271959406537
1588960115.59046,0.48,-2.69,-10.18,-0.49,0.24,0.7,-39.125,6,13.125,264.8125,-2.625,159.3125,0.14813232421875,-0.72613525390625,0.6634521484375,-0.10308837890625,28.9389315357733,44.1944713764821,16.7745846963967
1588960115.60366,0.46,-2.95,-9.93,-0.49,0.24,0.7,-43.4375,7.875,10.0625,264.875,-2.625,159.75,0.1451416015625,-0.72601318359375,0.66455078125,-0.10101318359375,29.0944989158125,47.7880930831402,16.1343755307482
1588960115.61131,0.33,-3.31,-9.9,-0.483333333333333,0.232222222222222,0.714444444444444,-44,7.3125,5.3125,265,-2.5625,160.1875,0.14202880859375,-0.72607421875,0.66546630859375,-0.09893798828125,29.0944989158125,47.7880930831402,16.1343755307482
1588960115.62321,-0.16,-3.72,-8.94,-0.483333333333333,0.232222222222222,0.714444444444444,-39.3125,6.5,3.125,265,-2.5,160.5625,0.1392822265625,-0.726318359375,0.66607666015625,-0.09710693359375,28.9389315357733,45.3214313206897,16.5358176664325
1588960115.63105,-0.38,-3.89,-8.84,-0.483333333333333,0.232222222222222,0.714444444444444,-29.0625,8.625,3.5,265.0625,-2.4375,160.875,0.13702392578125,-0.72637939453125,0.6666259765625,-0.095947265625,28.9389315357733,45.3214313206897,16.5358176664325
1588960115.64251,-0.44,-4.3,-8.81,-0.483333333333333,0.232222222222222,0.714444444444444,-16.875,10.8125,5,265.125,-2.375,161,0.13543701171875,-0.7261962890625,0.66717529296875,-0.09564208984375,29.0944989158125,51.4603686617877,16.5358176664325
1588960115.65759,-0.19,-4.33,-8.38,-0.483333333333333,0.232222222222222,0.714444444444444,-5.5625,11.9375,6.25,265.1875,-2.25,161.0625,0.13446044921875,-0.725830078125,0.667724609375,-0.095947265625,28.9389315357733,45.3214313206897,16.596431851255
1588960115.66393,-0.18,-3.81,-9.29,-0.477777777777778,0.198888888888889,0.712222222222222,3.9375,10.0625,5.625,265.25,-2.1875,161.0625,0.13421630859375,-0.72540283203125,0.66815185546875,-0.09674072265625,28.9389315357733,45.3214313206897,16.596431851255
1588960115.6756,-1.08,-1.94,-13.66,-0.477777777777778,0.198888888888889,0.712222222222222,5.875,6.8125,1.0625,265.3125,-2.125,161,0.1341552734375,-0.7252197265625,0.668212890625,-0.09747314453125,29.0944989158125,52.4882270884092,14.6864342761358
1588960115.68166,0.05,-1.98,-8.77,-0.477777777777778,0.198888888888889,0.712222222222222,-24.8125,12.6875,0.9375,265.3125,-2,161.25,0.1319580078125,-0.725341796875,0.66864013671875,-0.09686279296875,29.0944989158125,52.4882270884092,14.6864342761358
1588960115.69141,0,-2.94,-9.79,-0.477777777777778,0.198888888888889,0.712222222222222,-45.6875,3.375,-2.1875,265.3125,-2,161.6875,0.12890625,-0.7259521484375,0.66888427734375,-0.094482421875,28.9389315357733,42.7591444390516,14.6864342761358
1588960115.7045,0.16,-3.27,-9.41,-0.477777777777778,0.198888888888889,0.712222222222222,-41.5625,-8.9375,-10.625,265.1875,-2.0625,162.0625,0.1268310546875,-0.72705078125,0.66845703125,-0.09173583984375,28.9389315357733,42.7591444390516,16.596431851255
1588960115.71675,0.13,-3.43,-9.46,-0.504444444444444,0.213333333333333,0.72,-28.5,-11.9375,-18.1875,265,-2.125,162.375,0.12554931640625,-0.7281494140625,0.6678466796875,-0.08966064453125,28.9389315357733,47.7880930831402,13.8785558484587
1588960115.72354,-0.3,-3.18,-9.31,-0.504444444444444,0.213333333333333,0.72,-21,-10.4375,-23.25,264.75,-2.125,162.5625,0.1246337890625,-0.72979736328125,0.66644287109375,-0.08807373046875,28.9389315357733,47.7880930831402,13.8785558484587
1588960115.7343,-0.06,-3.33,-9.31,-0.504444444444444,0.213333333333333,0.72,-20.375,-6.6875,-20.875,264.5625,-2.125,162.75,0.12359619140625,-0.731201171875,0.66522216796875,-0.08673095703125,28.5987354994569,40.103947453342,16.596431851255
1588960115.74106,-0.43,-3.46,-9.42,-0.504444444444444,0.213333333333333,0.72,-20.6875,-0.875,-17.25,264.375,-2.0625,162.9375,0.12225341796875,-0.732421875,0.664306640625,-0.085693359375,28.5987354994569,40.103947453342,16.596431851255
1588960115.75463,-0.67,-3.62,-9.35,-0.504444444444444,0.213333333333333,0.72,-20.3125,1.625,-15,264.25,-2,163.125,0.12078857421875,-0.73345947265625,0.66351318359375,-0.08477783203125,28.9389315357733,46.1304233506186,13.5465714201963
1588960115.76128,-0.6,-3.02,-9.37,-0.483333333333333,0.181111111111111,0.733333333333333,-17.375,0.6875,-11.5625,264.125,-2,163.25,0.11962890625,-0.7342529296875,0.6629638671875,-0.083984375,28.9389315357733,46.1304233506186,13.5465714201963
1588960115.77343,-0.7,-2.57,-9.45,-0.483333333333333,0.181111111111111,0.733333333333333,-12.75,2.0625,-10.3125,264,-1.9375,163.375,0.11865234375,-0.7349853515625,0.66241455078125,-0.08349609375,28.5987354994569,40.103947453342,16.3623549663732
1588960115.78188,-0.84,-2.49,-9.58,-0.483333333333333,0.181111111111111,0.733333333333333,-8.75,1.125,-12.0625,263.9375,-1.875,163.5,0.117919921875,-0.7357177734375,0.6617431640625,-0.08319091796875,28.5987354994569,40.103947453342,16.3623549663732
1588960115.79425,-0.73,-2.52,-9.47,-0.483333333333333,0.181111111111111,0.733333333333333,-6.4375,-2.75,-12.0625,263.8125,-1.875,163.5625,0.11761474609375,-0.73651123046875,0.6610107421875,-0.082763671875,28.2659406116019,47.7880930831402,15.4847784630474
